"drugname_brand","drugname_generic","claim_count","total_spending","user_count","total_spending_per_user","unit_count","unit_cost_wavg","user_count_non_lowincome","out_of_pocket_avg_non_lowincome","user_count_lowincome","out_of_pocket_avg_lowincome","year"
"RANITIDINE HCL","RANITIDINE HCL",7778589,96433217.84,1675054,57.570214357,535466275.07,0.1836123849,877609,22.076505665,797445,4.8363919016,2014
"RAYOS","PREDNISONE",2171,3893683.54,700,5562.4050571,114565,33.993862256,443,279.57589165,257,14.257587549,2014
"RECTIV","NITROGLYCERIN",4335,1944358.27,2996,648.98473632,138005,14.089042209,1569,102.75001275,1427,6.1976173791,2014
"RELION PEN NEEDLES","PEN NEEDLE, DIABETIC",16075,329766.62,7347,44.884527018,1582140,0.2084307457,4263,28.979997654,3084,6.1941018158,2014
"REMERON","MIRTAZAPINE",5873,1209056.56,1273,949.7694894,269752,4.4840040316,731,298.70729138,542,18.072749077,2014
"RIOMET","METFORMIN HCL",6127,1242275.76,1519,817.82472679,2754796.5,0.450950101,602,209.51611296,917,12.651264995,2014
"ROSADAN","METRONIDAZOLE",449,56561.83,322,175.65785714,22310,2.5336257007,267,25.90752809,55,4.0029090909,2014
"ROXICET","OXYCODONE HCL/ACETAMINOPHEN",24984,679615.52,17825,38.127097896,5564952.5,0.1660955443,10302,23.062489808,7523,1.9689379237,2014
"ROXICODONE","OXYCODONE HCL",4261,4142910.85,706,5868.1456799,646838,6.3303762171,222,487.97716216,484,18.924958678,2014
"RYBIX ODT","TRAMADOL HCL",40,6306.07,29,217.45068966,2240,2.8152098214,18,52.192777778,11,8.6590909091,2014
"SARAFEM","FLUOXETINE HCL",165,97394.1,50,1947.882,9761,10.0070976,34,212.06147059,16,8.855625,2014
"SEROQUEL","QUETIAPINE FUMARATE",43497,26209096.05,7757,3378.7670556,2670506.33,10.31632619,1717,387.07249272,6040,15.248692053,2014
"SEROQUEL XR","QUETIAPINE FUMARATE",976263,582515313.12,137934,4223.1452225,36997476.58,15.601206955,26932,368.92613471,111002,19.557208879,2014
"SERTRALINE HCL","SERTRALINE HCL",11778936,127181386.77,2026213,62.768024275,569050742.81,0.223465816,1180510,28.562969039,845703,5.9144570257,2014
"SIMVASTATIN","SIMVASTATIN",34097337,346725456.97,6769293,51.220335266,1856911306.3,0.1865496804,4793714,24.792393716,1975579,6.0198589021,2014
"SINGULAIR","MONTELUKAST SODIUM",59451,15395078.74,15279,1007.5972734,2732709.33,5.6331252936,8178,248.36455857,7101,12.431785664,2014
"SOLARAZE","DICLOFENAC SODIUM",12398,14600711.75,5621,2597.5292208,1399013.46,10.436434078,1472,131.01293478,4149,4.891670282,2014
"SPIRIVA","TIOTROPIUM BROMIDE",5852896,2158439227.4,1212078,1780.7758472,228994462.47,9.4257267363,628493,316.76707954,583585,22.678401895,2014
"SPIRIVA RESPIMAT","TIOTROPIUM BROMIDE",93,36074.01,93,387.89258065,480,75.1541875,50,72.6656,43,3.1974418605,2014
"SPIRONOLACTONE","SPIRONOLACTONE",5242482,62675606.89,1087336,57.641434561,275664879.43,0.2231150204,687769,28.538759409,399567,5.7112086083,2014
"AZASITE","AZITHROMYCIN",52665,7035969.63,27252,258.18177125,164339.317,42.813672093,19168,77.316219741,8084,5.9134376546,2014
"SULFAMETHOXAZOLE-TRIMETHOPRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",4834559,29236799.47,3091431,9.4573676301,111061944.44,0.2807936924,1831474,5.7647973217,1259957,1.5227238628,2014
"SULFATRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",3994,174488.17,3023,57.720201786,1231810.25,0.141651825,1154,12.66279896,1869,0.8630658106,2014
"AZITHROMYCIN","AZITHROMYCIN",7341276,70711909,5274972,13.405172388,50297881.586,1.4605962112,3403563,8.0733104191,1871409,1.8089244094,2014
"SURE COMFORT","PEN NEEDLE, DIABETIC",95498,3048902.38,32209,94.659951566,10706677,0.2849844968,10605,38.376844884,21604,5.5521435845,2014
"SURE-FINE PEN NEEDLES","PEN NEEDLE, DIABETIC",771,23250.03,277,83.935126354,79393,0.2925165064,125,30.91024,152,5.8938157895,2014
"SYNTHROID","LEVOTHYROXINE SODIUM",5711453,224005528.49,1092166,205.10208933,317451897.05,0.7061946899,935388,137.01969417,156778,18.800429652,2014
"TAMSULOSIN HCL","TAMSULOSIN HCL",12368431,286856990.31,2551338,112.43394263,674758605.03,0.4251253532,1833280,49.349731198,718058,6.204084308,2014
"TAZTIA XT","DILTIAZEM HCL",319224,16823110.39,79324,212.08096402,16918321,1.0077793364,57636,78.248674093,21688,8.2644300996,2014
"TEMOVATE","CLOBETASOL PROPIONATE",227,82787.68,142,583.01183099,12034.8,6.8837667518,107,86.288224299,35,11.597714286,2014
"TENORMIN","ATENOLOL",16752,1935237.24,3537,547.14086514,1187521,1.6451511887,3086,262.05916073,451,27.825654102,2014
"BACTRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",83,6114.41,50,122.2882,4642,1.3171930202,39,46.432564103,11,1.2318181818,2014
"BACTRIM DS","SULFAMETHOXAZOLE/TRIMETHOPRIM",749,51619.72,488,105.77811475,19973,2.5844750413,344,47.399215116,144,5.8486111111,2014
"TIAZAC","DILTIAZEM HCL",4808,492280.67,1146,429.56428447,245193,2.0517185541,782,267.42799233,364,12.978543956,2014
"BACTROBAN","MUPIROCIN",877,104835.92,559,187.54189624,64889,1.6156192883,351,54.204643875,208,3.1502403846,2014
"TIROSINT","LEVOTHYROXINE SODIUM",35010,4575780.79,9063,504.88588657,1615562,2.8325451958,6360,247.00159906,2703,15.218786533,2014
"TOPCARE CLICKFINE","PEN NEEDLE, DIABETIC",636,13710.82,256,53.557890625,67620,0.2027795148,125,30.0904,131,5.8876335878,2014
"TOPROL XL","METOPROLOL SUCCINATE",889597,55298410.19,250485,220.76535597,83301803.611,0.6671685402,237063,76.590639872,13422,13.613594099,2014
"TRAMADOL HCL","TRAMADOL HCL",14252059,125358926.17,4273378,29.33485551,1230072356.6,0.101911831,2461980,13.738341286,1811398,3.2231597142,2014
"TRAMADOL HCL ER","TRAMADOL HCL",165092,25362869.29,45982,551.58256035,8033186.008,3.1388363121,28701,119.55501934,17281,7.316632718,2014
"TRAZODONE HCL","TRAZODONE HCL",10251042,84874309.95,1998268,42.473937405,511994172.13,0.1718357198,977856,21.167128933,1020412,5.1395776608,2014
"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE",3831018,81885927.04,2099827,38.99651116,380273461.29,0.8847160573,1315025,12.998752092,784802,2.2331355042,2014
"TRIAMTERENE-HYDROCHLOROTHIAZID","TRIAMTERENE/HYDROCHLOROTHIAZID",4873492,59658903.8,1053940,56.605597852,271694638.37,0.2192652816,821498,33.186230484,232442,7.5539524268,2014
"TRIANEX","TRIAMCINOLONE ACETONIDE",1265,265821.9,898,296.01547884,96152,2.7646008403,538,31.665297398,360,1.5284444444,2014
"TRIDERM","TRIAMCINOLONE ACETONIDE",40,713.6,34,20.988235294,4393.8,0.1624106696,23,8.2439130435,11,1.3363636364,2014
"TYLENOL-CODEINE NO.3","ACETAMINOPHEN WITH CODEINE",2439,222250.8,692,321.1716763,214943,1.0339987811,468,124.21581197,224,3.1834821429,2014
"TYLENOL-CODEINE NO.4","ACETAMINOPHEN WITH CODEINE",1447,315043.74,281,1121.1520996,174858,1.8017119034,153,291.0754902,128,4.3803125,2014
"ULTICARE","PEN NEEDLE, DIABETIC",136742,5351857.1,44975,118.99626681,14853725,0.3603202601,17099,48.102662729,27876,5.7920770555,2014
"ULTRACOMFORT","PEN NEEDLE, DIABETIC",39,904.75,15,60.316666667,3690,0.2440106798,,,,,2014
"ULTRAM","TRAMADOL HCL",10866,3317020.31,2483,1335.8921909,1489167,2.2274333973,1577,241.81037413,906,20.837836645,2014
"ULTRAM ER","TRAMADOL HCL",2047,859389.49,426,2017.3462207,92572,9.5878688072,272,365.85470588,154,19.508376623,2014
"ULTRA-THIN II","PEN NEEDLE, DIABETIC",1929,68197.61,935,72.938620321,284090,0.2411546248,363,31.685730028,572,4.6398076923,2014
"UNIFINE PENTIPS","PEN NEEDLE, DIABETIC",285012,7586711.23,88431,85.792439642,31203745,0.2431753485,32128,40.918005789,56303,5.8317126974,2014
"UNIFINE PENTIPS PLUS","PEN NEEDLE, DIABETIC",18316,535271,8195,65.316778523,2067239,0.2590557056,3607,37.858530635,4588,3.7561094159,2014
"UNITHROID","LEVOTHYROXINE SODIUM",21728,473714.43,5251,90.214136355,1254365,0.3782195957,4277,47.167968202,974,8.1317453799,2014
"BD ULTRA-FINE PEN NEEDLE","PEN NEEDLE, DIABETIC",2972015,135553199.35,957819,141.52277137,395021806.71,0.342917622,533563,64.846418942,424256,7.6372152898,2014
"VALSARTAN","VALSARTAN",1109120,225432799.3,417692,539.71059848,58887773.35,3.8474208752,296783,100.50462678,120909,5.2514044447,2014
"VANDAZOLE","METRONIDAZOLE",6831,179351.53,5370,33.398795158,492546,0.3641315329,2808,16.480024929,2562,1.9960421546,2014
"VASOTEC","ENALAPRIL MALEATE",6342,4314057.07,1472,2930.7452921,538173,7.9656708178,1213,415.88511129,259,33.898223938,2014
"VENTOLIN HFA","ALBUTEROL SULFATE",2387639,125396271.94,997850,125.66645482,50716330.391,2.47250286,516735,69.494789438,481115,10.599310955,2014
"VIBRAMYCIN","DOXYCYCLINE HYCLATE",164,60365.52,72,838.41,10043,6.0107059644,51,177.04509804,21,5.619047619,2014
"VICODIN","HYDROCODONE/ACETAMINOPHEN",184681,11922195.19,118435,100.6644589,8840439.5,1.3485975658,85805,18.315518909,32630,1.8129197058,2014
"VICODIN ES","HYDROCODONE/ACETAMINOPHEN",93627,10212077.55,46193,221.07413569,6444201,1.5846925864,31483,32.339299304,14710,3.8867600272,2014
"VICODIN HP","HYDROCODONE/ACETAMINOPHEN",23277,4387621.53,8246,532.09089619,2337433.5,1.8771107413,4747,73.20472509,3499,6.612532152,2014
"VOLTAREN","DICLOFENAC SODIUM",2497360,199417335.18,1022176,195.09099723,473887187.23,0.420812639,494472,59.462118057,527704,8.5767577657,2014
"VOLTAREN-XR","DICLOFENAC SODIUM",545,278395.08,162,1718.4881481,30294,9.1897761933,114,313.35912281,48,5.9554166667,2014
"VOSPIRE ER","ALBUTEROL SULFATE",47,8619.86,13,663.06615385,4133,2.0003108694,,,,,2014
"WARFARIN SODIUM","WARFARIN SODIUM",15877149,164002115.52,2341622,70.037826566,787864514.3,0.2124260792,1693383,33.658170284,648239,6.9634807378,2014
"WELLBUTRIN","BUPROPION HCL",2104,497521.2,525,947.65942857,201860,2.4665025393,286,320.20520979,239,12.876569038,2014
"WELLBUTRIN SR","BUPROPION HCL",10617,3983776.1,2259,1763.5131031,838337,4.776244032,1364,429.50565249,895,17.787050279,2014
"WELLBUTRIN XL","BUPROPION HCL",34825,30103951.63,6726,4475.7584939,1846300,16.838322017,3856,562.31646006,2870,21.11254007,2014
"XALATAN","LATANOPROST",53170,9108260.93,10770,845.70667874,194177.91,46.906782188,7909,284.23876091,2861,21.682167074,2014
"XANAX","ALPRAZOLAM",29174,7814929.56,6454,1210.8660614,2625253,2.9452373023,4571,222.09973529,1883,18.425326606,2014
"XANAX XR","ALPRAZOLAM",1394,491677.86,256,1920.6166406,92435,5.5791474853,170,332.16576471,86,24.905465116,2014
"XARTEMIS XR","OXYCODONE HCL/ACETAMINOPHEN",1718,333527.58,968,344.55328512,141223,2.3617086452,559,73.655599284,409,7.2344498778,2014
"XODOL 10-300","HYDROCODONE/ACETAMINOPHEN",101,88901.38,23,3865.2773913,13389,6.6398819927,,,,,2014
"XODOL 5-300","HYDROCODONE/ACETAMINOPHEN",20,7958.66,13,612.20461538,1185,6.7161687764,,,,,2014
"XODOL 7.5-300","HYDROCODONE/ACETAMINOPHEN",37,33695.14,17,1982.0670588,5412,6.2260051737,,,,,2014
"ZAMICET","HYDROCODONE/ACETAMINOPHEN",18,1391.11,17,81.83,4303,0.3232884034,,,,,2014
"ZANTAC","RANITIDINE HCL",3911,1510217.41,1085,1391.905447,311236,5.2223049011,659,169.77505311,426,10.56758216,2014
"ZESTORETIC","LISINOPRIL/HYDROCHLOROTHIAZIDE",3721,352058.27,811,434.10390875,228333,1.5417968213,698,242.09127507,113,26.462300885,2014
"ZESTRIL","LISINOPRIL",12216,1178005.39,2533,465.06332017,783412.5,1.5188325456,2064,242.84174903,469,24.294285714,2014
"ZITHROMAX","AZITHROMYCIN",4111,496938.59,2623,189.45428517,39442,15.981846419,1739,70.13186314,884,4.1323529412,2014
"ZITHROMAX TRI-PAK","AZITHROMYCIN",87,14772.22,63,234.47968254,510,28.965137255,42,55.660238095,21,5.539047619,2014
"ZMAX","AZITHROMYCIN",379,48519.74,268,181.04380597,486,99.834855967,133,69.209774436,135,3.8737037037,2014
"ZOCOR","SIMVASTATIN",26326,7432468.07,6134,1211.6837414,1653288,4.5054349975,5433,143.54785386,701,14.233894437,2014
"ZOLOFT","SERTRALINE HCL",27890,9203409.3,5475,1680.988,1669333,5.5218378336,3386,394.90687537,2089,22.170359023,2014
"ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE",10097644,79576690.63,2135142,37.269975781,341609324.02,0.2332088873,1324910,21.824348197,810232,5.9679240514,2014
"ZOLPIDEM TARTRATE ER","ZOLPIDEM TARTRATE",454475,48317814.42,91365,528.84380693,16443411,2.9378492753,63772,129.40344775,27593,10.613458486,2014
"ZOLPIMIST","ZOLPIDEM TARTRATE",272,27259.58,88,309.76795455,2248.4,12.123990393,59,162.45644068,29,10.082758621,2014
"ZOLVIT","HYDROCODONE/ACETAMINOPHEN",23,5050.13,20,252.5065,12542,0.4026574709,,,,,2014
"ZOSTAVAX","ZOSTER VACCINE LIVE/PF",1259930,245694298.53,1253405,196.02147632,1257396.172,195.39927352,960052,63.440909878,293353,5.1886859518,2014
"ZYBAN","BUPROPION HCL",137,24496.43,66,371.1580303,8384,2.9218070134,23,88.254347826,43,11.147906977,2014
"ZYLOPRIM","ALLOPURINOL",1434,240235.34,374,642.34048128,93252,2.8498213228,301,252.37940199,73,15.02,2014
"BINOSTO","ALENDRONATE SODIUM",4029,677324.56,1037,653.1577242,18686.286,36.247147239,371,250.90857143,666,7.4126126126,2014
"BUDEPRION SR","BUPROPION HCL",9640,222765,3698,60.239318551,501633,0.44560683,1700,21.1146,1998,3.3648398398,2014
"BUDEPRION XL","BUPROPION HCL",1284,39119.96,494,79.190202429,41474,0.9432405845,235,21.703787234,259,3.4978378378,2014
"BUPROBAN","BUPROPION HCL",9578,451530.57,4661,96.874183652,661580,0.6825033556,1869,30.424606742,2792,3.061769341,2014
"BUPROPION HCL","BUPROPION HCL",624795,25173453.11,145024,173.58129075,44834423.611,0.5580833199,73495,60.546835159,71529,5.5085359784,2014
"BUPROPION HCL SR","BUPROPION HCL",2300466,70777739.94,484311,146.14109516,158892801.83,0.4477713681,254252,57.368655035,230059,6.9750252327,2014
"BUPROPION XL","BUPROPION HCL",2955291,121818535.7,543091,224.30593713,139063878.07,0.879762163,308579,76.469807829,234512,8.4372910981,2014
"CAPITAL W-CODEINE","ACETAMINOPHEN WITH CODEINE",19,10671.58,13,820.89076923,5522,1.9325570445,,,,,2014
"CARDIZEM","DILTIAZEM HCL",868,509743.54,216,2359.9237963,110082,4.7641486916,157,341.50847134,59,10.776779661,2014
"CARDIZEM CD","DILTIAZEM HCL",14656,13562421.63,3220,4211.9321832,795281,17.806237196,2385,509.21434382,835,31.002011976,2014
"CARDIZEM LA","DILTIAZEM HCL",24853,5549434.15,7682,722.39444806,1656912,3.4005330505,6464,153.54550743,1218,16.288374384,2014
"CARTIA XT","DILTIAZEM HCL",833060,34041438.75,216990,156.88021913,52211253.711,0.6546149205,163992,60.316885824,52998,6.964632439,2014
"CARVEDILOL","CARVEDILOL",13932879,139609378.01,2508829,55.647227456,1303782106,0.1071552139,1578211,26.462526342,930618,6.3763687786,2014
"CATAPRES","CLONIDINE HCL",3006,872947.34,636,1372.5587107,364187,2.4209022346,465,296.44410753,171,21.858128655,2014
"CELEBREX","CELECOXIB",3360135,1065953800.8,851256,1252.2129662,167886426.84,6.3738045288,541052,249.46286017,310204,17.984999871,2014
"CELECOXIB","CELECOXIB",88820,19570562.43,87958,222.49894757,4861263.67,4.0480084228,58549,44.417623358,29409,1.4521119385,2014
"CELEXA","CITALOPRAM HYDROBROMIDE",9727,2559835.09,2043,1252.9785071,491648,5.2150945808,1324,368.73771903,719,16.460194715,2014
"CENTANY","MUPIROCIN",244,35534.71,218,163.00325688,8076,4.4000383853,168,44.46047619,50,3.3576,2014
"CENTANY AT","MUPIROCIN",85,14219.62,72,197.49472222,260,54.690846154,46,47.63826087,26,4.0853846154,2014
"CEPHALEXIN","CEPHALEXIN",5040875,36991993.24,3529783,10.479962434,144924409.05,0.2620223198,2318361,6.6086133868,1211422,1.5099238911,2014
"CILOXAN","CIPROFLOXACIN HCL",11879,1614281.5,7406,217.96941669,44344,36.533154614,4404,79.943165304,3002,4.3863491006,2014
"CIPRO","CIPROFLOXACIN HCL",1961,233258.64,1247,187.05584603,41945,5.5717181633,977,62.192272262,270,4.7648888889,2014
"CIPROFLOXACIN HCL","CIPROFLOXACIN HCL",7254026,46734832.26,4927536,9.4844222873,112776738.75,0.4753021752,3275781,5.9625414977,1651755,1.538802837,2014
"ADVAIR DISKUS","FLUTICASONE/SALMETEROL",6094244,2276374748.7,1420748,1602.2368138,460372139.38,4.9487664693,752159,264.86232548,668589,19.02204082,2014
"CITALOPRAM HBR","CITALOPRAM HYDROBROMIDE",10794544,83760850.59,1934595,43.296323308,483048895.15,0.1732411192,1137370,22.369646949,797225,5.5636865628,2014
"ADVAIR HFA","FLUTICASONE/SALMETEROL",363640,138545945.08,103094,1343.8798095,5245448.2,26.400002158,53956,219.77154255,49138,14.897515365,2014
"CLEOCIN HCL","CLINDAMYCIN HCL",233,33196.71,167,198.78269461,7550,4.8235188846,116,53.0275,51,5.302745098,2014
"CLICKFINE","PEN NEEDLE, DIABETIC",73966,1531108.21,27771,55.133348097,8662993,0.1766989172,15904,33.413214914,11867,6.2450880593,2014
"ADVOCATE PEN NEEDLES","PEN NEEDLE, DIABETIC",3279,211154.08,1270,166.26305512,576820,0.3666139636,366,53.64284153,904,6.1274336283,2014
"CLINDAMYCIN HCL","CLINDAMYCIN HCL",2029873,21003589.42,1475227,14.237530509,58086505.706,0.3709383476,964186,7.6312986291,511041,1.59529979,2014
"CLOBETASOL PROPIONATE","CLOBETASOL PROPIONATE",1954141,167415145.68,998143,167.726614,111203886.24,1.4502334698,721988,23.467994676,276155,3.1195622748,2014
"CLOBEX","CLOBETASOL PROPIONATE",15114,8477159.64,8268,1025.2974891,1620548.7,5.2324198239,6636,118.71130952,1632,10.686617647,2014
"CLODAN","CLOBETASOL PROPIONATE",38,8272.23,36,229.78416667,4610,1.7944099783,,,,,2014
"CLONAZEPAM","CLONAZEPAM",9816205,73096980.96,1488883,49.095181394,601088982.71,0.1224998937,739212,28.04540719,749671,7.2596606378,2014
"CLONIDINE HCL","CLONIDINE HCL",4883025,43224483.53,979625,44.123499839,430325329.84,0.0997955373,498343,24.686594233,481282,5.4434277409,2014
"CLONIDINE HCL ER","CLONIDINE HCL",3823,977503.76,1374,711.42922853,288950,3.3829512372,599,101.90400668,775,3.8161419355,2014
"CLOPIDOGREL","CLOPIDOGREL BISULFATE",15189484,341213003.77,2767013,123.31456476,717816845.25,0.4758046713,1776890,47.273712712,990123,7.293715094,2014
"COMFORT EZ","PEN NEEDLE, DIABETIC",36090,2253219.73,13988,161.082337,6199356,0.3642309546,3226,59.044491631,10762,5.6758297714,2014
"CONZIP","TRAMADOL HCL",1904,575507.92,768,749.35927083,75787,7.7798477931,474,142.23050633,294,6.9831632653,2014
"COREG","CARVEDILOL",17517,4589348.88,3514,1306.0184633,1693551.8,2.7099727218,2364,340.60239848,1150,22.681365217,2014
"CORMAX","CLOBETASOL PROPIONATE",608,21592.03,459,47.041459695,35493,0.6083461528,302,19.178907285,157,1.2399363057,2014
"AIMSCO ULTRA THIN II","PEN NEEDLE, DIABETIC",57,2114.7,31,68.216129032,8000,0.2648824586,,,,,2014
"COUMADIN","WARFARIN SODIUM",539353,45883891.11,88530,518.28635615,27804602.37,1.6644725248,65521,266.82618351,23009,21.919166413,2014
"COZAAR","LOSARTAN POTASSIUM",36258,6708704.01,8019,836.6010737,11310701,1.552831119,6018,246.58208707,2001,17.654687656,2014
"CRESTOR","ROSUVASTATIN CALCIUM",9073952,2543786425.7,1752704,1451.3497006,419224450.61,6.0677954925,1150025,308.73027099,602679,25.135402976,2014
"CUTIVATE","FLUTICASONE PROPIONATE",92,90572.03,72,1257.9448611,13950,6.5697427184,50,74.9752,22,3.5318181818,2014
"CYCLOBENZAPRINE HCL","CYCLOBENZAPRINE HCL",3493978,63387932.32,1296274,48.900103157,209895195.01,0.3021230246,620899,20.004693936,675375,3.5188145401,2014
"CYMBALTA","DULOXETINE HCL",478021,140554403.67,152989,918.72228507,19598721.633,7.1758574341,55107,238.57727167,97882,10.224223657,2014
"ALBUTEROL SULFATE","ALBUTEROL SULFATE",812319,37325989.08,259859,143.63939321,98777805.476,0.5127144696,69144,28.730794863,190715,1.0454539496,2014
"DICLOFENAC SODIUM","DICLOFENAC SODIUM",2192085,101585246.85,790760,128.46533316,152876931.94,0.7017507842,486383,24.375505414,304377,3.9150502173,2014
"DICLOFENAC SODIUM ER","DICLOFENAC SODIUM",189727,5143803.37,63629,80.840550221,9073127.864,0.5669272435,41454,27.029202248,22175,4.1192617813,2014
"DIFLUCAN","FLUCONAZOLE",1914,501397.9,1064,471.23862782,20738.5,26.217320363,626,63.710479233,438,3.2626712329,2014
"DIGITEK","DIGOXIN",291,16150.57,282,57.271524823,15037,1.0721601987,183,15.868306011,99,1.067979798,2014
"DIGOXIN/DIGOX","DIGOXIN",5024757,217958706.4,916472,237.82363935,232082170.27,0.939991413,635254,57.960721806,281218,7.6728400742,2014
"DILACOR XR","DILTIAZEM HCL",269,51530.49,75,687.0732,14054,3.66660666,55,215.43945455,20,20.3085,2014
"DILT-CD","DILTIAZEM HCL",1728,47392.11,447,106.02261745,66569,0.7126730244,261,50.189655172,186,3.6994086022,2014
"DILTIAZEM 12HR ER","DILTIAZEM HCL",141940,14920167.63,37364,399.31933492,11396976.66,1.3160679859,25333,95.787813129,12031,7.3915127587,2014
"DILTIAZEM 24HR CD","DILTIAZEM HCL",1888404,86282124.87,427498,201.8304761,89800064.374,0.9397906955,289609,77.605997949,137889,6.6154511963,2014
"DILTIAZEM 24HR ER","DILTIAZEM HCL",2422160,107411080.02,565411,189.96991573,127835690.1,0.8733687153,408874,70.003654965,156537,7.781482461,2014
"DILTIAZEM ER","DILTIAZEM HCL",1238265,53496448.84,292860,182.66901878,64355430.537,0.8422819447,202815,74.144873062,90045,7.5983581543,2014
"DILTIAZEM HCL","DILTIAZEM HCL",962730,14454037.22,218202,66.241543249,90723467.584,0.1628017454,137870,30.606337492,80332,4.7968234328,2014
"DILT-XR","DILTIAZEM HCL",311992,13576335.77,84459,160.74468997,20478751.33,0.6660421908,65623,68.503466468,18836,7.3123768316,2014
"DILTZAC ER","DILTIAZEM HCL",402,16252.19,144,112.86243056,15301,1.05743713,73,45.811232877,71,3.6067605634,2014
"DIOVAN","VALSARTAN",4095294,913033411.01,845260,1080.1805492,189767060.74,4.8314983695,494303,256.2341548,350957,19.552768516,2014
"DITROPAN XL","OXYBUTYNIN CHLORIDE",3243,1048458.41,743,1411.1149529,201848,5.1946248261,475,272.14503158,268,11.889291045,2014
"ALDACTONE","SPIRONOLACTONE",3311,461309.01,854,540.17448478,235632.5,1.8850544856,675,203.71140741,179,13.523128492,2014
"DONEPEZIL HCL","DONEPEZIL HCL",8472574,204978228.81,1326252,154.55451061,324933754.57,0.6364839788,782159,52.541525853,544093,5.3426965427,2014
